ID,type,Country,Stage name,Length,Surface,Ch,OR,,Average Rating,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,,Czech Republic,Pribram R,9,tarmac,,,,3.85,,4,,4,3,4,4,4,3,3,5,,4,,4,4,3,3,4,4,,4,,,5,4,3,4,3,4,,4,4,5,5,4,3,4,3,,,,,,4,,4,,,,,,,
151,,Germany,Bergheim,7.8,tarmac,,,,3.97,,4,,4,5,4,4,4,1,2,5,,4,,5,5,3,4,4,5,,5,,,5,5,4,5,3,4,4,4,4,5,4,4,2,4,3,,,,,,3,,,,,,,,,
152,,Slovakia,Mlynky R,7,tarmac,,,,2.97,,3,,3,3,3,4,3,4,1,,,4,,1,4,3,,4,4,,4,,,4,3,4,4,2,,3,3,3,2,3,,3,,3,,0,,,,,,1,,,,,,,
153,,Poland,RP 2009 Shakedown,4.5,gravel,,,,3.28,,3,,3,1,,3,3,3,3,,,3,,4,2,3,,3,3,,4,,,,3,4,5,4,2,2,3,4,5,4,4,3,4,3,,,,,4,3,,,4,3,,,,,
154,,Poland,RP 2009 Shakedown R,4.6,gravel,,,,3.23,,3,,3,1,,3,3,3,3,,,3,,4,2,3,,3,3,,4,,,,3,4,5,4,2,2,3,4,5,4,4,3,3,3,,,,,,3,,,4,3,,,,,
155,,France,Puy Du Lac,5.1,tarmac,,,,3.00,,3,,3,5,4,4,3,2,2,,3,2,5,3,5,3,,1,2,,4,,,2,3,3,3,3,4,,,4,3,3,3,3,2,1,,,,,,3,,3,2,3,,,,,
156,,Finland,Humalamaki,4.6,gravel,,,,3.19,,4,,3,3,,3,4,4,4,0,,4,,2,3,2,4,4,4,,,,,3,3,3,4,4,3,,,3,3,2,3,3,4,3,,,,,3,,,,3,4,,,,,
157,,Spain,Gran Canaria ROC 2000,3.8,gravel,,,,3.30,,4,,4,3,,4,4,3,3,,,3,,3,5,4,,4,2,,3,,,3,3,4,4,4,,,,3,3,2,3,3,3,2,,,,,,,,,,3,,,,,
158,,Switzerland,Swiss Gravel,5.6,gravel,,,,2.46,,2,,2,1,,,3,4,,,,0,5,,2,2,,3,2,,2,3,,3,3,3,4,2,3,2,,3,4,3,2,2,1,1,,,,,,,,2,,,,,,,
159,,Switzerland,Swiss Tarmac,5.6,tarmac,,,,2.45,,2,,2,1,3,3,2,4,,,0,0,,,2,2,,4,3,,3,3,,4,3,3,4,2,3,2,,3,4,3,2,2,1,1,,,,,,,,,,,,,,,
160,,France,Foron,9.2,tarmac,,,,2.47,,1,,2,3,3,3,1,3,,,,2,,1,3,1,3,3,3,,3,,,2,3,4,5,2,2,2,,2,5,0,0,2,4,2,,,,,4,2,,,,3,,,,,
161,,France,Foron II,9.2,tarmac,,,,2.40,,1,,2,3,3,3,1,3,,,,2,,1,3,1,3,3,3,,3,,,2,3,4,5,2,2,2,,2,5,0,0,2,4,2,,,,,,2,,,,,,,,,
162,,Sweden,Karlstad,2,snow,,,,3.24,,4,,4,4,3,4,3,2,3,,,1,3,3,5,3,3,2,5,,3,,,4,3,3,2,5,,,,3,2,3,3,2,3,4,,,,,4,4,,,4,3,,,,,
163,,Germany,Sieversdorf,8,tarmac,,,,3.80,,4,,4,4,4,5,3,1,1,,,3,,5,5,5,4,5,5,,4,5,,4,4,4,5,4,4,,,3,5,3,3,2,4,3,,,,,4,4,,3,3,4,,,,,
164,,Czech Republic,Stryckovy-Zadni Porici,6.9,tarmac,,,,4.39,,5,,5,3,5,4,4,4,5,5,,4,,5,4,5,3,5,4,,5,,,5,4,5,4,5,5,4,,,5,5,5,3,4,4,,,,,,4,,4,4,,,,,,
